sim,j4_est,j4_true,fase,modo
1010.88,86.8,87.3,destrava,wb
1010.98,86.8,87.5,destrava,wb
1011.08,86.8,87.8,destrava,wb
1011.18,86.8,88.0,destrava,wb
1011.28,87.7,88.2,destrava,wb
1011.38,87.7,88.4,destrava,wb
1011.48,87.7,88.2,destrava,wb
1011.58,87.7,88.1,destrava,wb
1011.68,87.7,87.9,destrava,wb
1011.78,87.7,88.0,destrava,wb
1011.88,87.7,87.8,destrava,wb
1011.98,87.7,87.9,destrava,wb
1012.08,87.7,87.7,destrava,wb
1012.18,87.7,87.7,destrava,wb
1012.28,87.7,87.7,destrava,wb
1012.38,87.7,87.8,destrava,wb
1012.48,87.7,88.1,destrava,wb
1012.58,87.7,88.3,destrava,wb
1012.68,87.7,88.5,destrava,wb
1012.78,87.7,88.7,destrava,wb
1012.88,87.7,88.9,destrava,wb
1012.98,88.6,89.1,destrava,wb
1013.08,88.6,88.9,destrava,wb
1013.18,88.6,88.8,destrava,wb
1013.28,88.6,88.6,destrava,wb
1013.38,88.6,88.6,destrava,wb
1013.48,88.6,88.4,destrava,wb
1013.58,88.6,88.4,destrava,wb
1013.68,88.6,88.3,destrava,wb
1013.78,88.6,88.3,destrava,wb
1013.88,88.6,88.3,destrava,wb
1013.98,88.6,88.3,destrava,wb
1014.08,88.6,88.6,destrava,wb
1014.18,88.6,88.8,destrava,wb
1014.28,88.6,89.0,destrava,wb
1014.38,88.6,89.2,destrava,wb
1014.48,88.6,89.4,destrava,wb
1014.58,88.6,89.6,destrava,wb
1014.68,88.6,89.5,destrava,wb
1014.78,88.6,89.5,destrava,wb
1014.88,88.6,89.3,destrava,wb
1014.98,88.6,89.4,destrava,wb
1015.08,88.6,89.3,destrava,wb
1015.18,88.6,89.3,destrava,wb
1015.28,88.6,89.5,destrava,wb
1015.38,88.6,89.8,destrava,wb
1015.48,89.5,89.9,destrava,wb
1015.58,89.5,90.1,destrava,wb
1015.68,89.5,90.0,destrava,wb
1015.78,89.5,90.0,destrava,wb
1015.88,89.5,90.2,destrava,wb
1015.98,89.5,90.1,destrava,wb
1016.08,89.5,90.1,destrava,wb
1016.18,89.5,90.3,destrava,wb
1016.28,89.5,90.5,destrava,wb
1016.38,89.5,90.3,destrava,wb
1016.48,89.5,90.4,destrava,wb
1016.58,89.5,90.5,destrava,wb
1016.68,89.5,90.4,destrava,wb
1016.78,89.5,90.6,destrava,wb
1016.88,90.4,90.8,destrava,wb
1016.98,90.4,91.0,destrava,wb
1017.08,90.4,91.1,destrava,wb
1017.18,90.4,91.0,destrava,wb
1017.28,90.4,91.2,destrava,wb
1017.38,90.4,91.1,destrava,wb
1017.48,90.4,91.1,destrava,wb
1017.58,90.4,91.3,destrava,wb
1017.68,90.4,91.3,destrava,wb
1017.78,90.4,91.3,destrava,wb
1017.88,90.4,91.4,destrava,wb
1017.98,90.4,91.3,destrava,wb
1018.08,90.4,91.5,destrava,wb
1018.18,90.4,91.7,destrava,wb
1018.28,91.2,91.8,destrava,wb
1018.38,91.2,92.1,destrava,wb
1018.48,91.2,92.2,destrava,wb
1018.58,91.2,92.4,destrava,wb
1018.68,91.2,92.3,destrava,wb
1018.78,91.2,92.3,destrava,wb
1018.88,91.2,92.3,destrava,wb
1018.98,91.2,92.3,destrava,wb
1019.08,91.2,92.4,destrava,wb
1019.18,91.2,92.6,destrava,wb
1019.28,92.2,92.7,destrava,wb
1019.38,92.2,92.8,destrava,wb
1019.48,92.2,93.0,destrava,wb
1019.58,92.2,93.2,destrava,wb
1019.68,92.2,93.4,destrava,wb
1019.78,92.2,93.6,destrava,wb
1019.88,93.1,93.8,destrava,wb
1019.98,93.1,93.9,destrava,wb
1020.08,93.1,94.2,destrava,wb
1020.18,93.1,94.4,destrava,wb
1020.28,93.8,94.6,destrava,wb
1020.38,93.8,94.7,destrava,wb
1020.48,93.8,94.8,destrava,wb
1020.58,93.8,94.9,destrava,wb
1020.68,94.3,95.1,destrava,wb
1020.78,94.3,95.2,destrava,wb
1020.88,94.3,95.2,destrava,wb
1020.98,94.3,95.4,destrava,wb
1021.08,94.7,95.6,destrava,wb
1021.18,94.7,95.8,destrava,wb
1021.28,94.7,96.0,destrava,wb
1021.38,94.7,96.1,destrava,wb
1021.48,95.4,96.3,destrava,wb
1021.58,95.4,96.5,destrava,wb
1021.68,95.4,96.7,destrava,wb
1021.78,95.4,96.9,destrava,wb
1021.88,95.4,97.1,destrava,wb
1021.98,96.1,97.3,destrava,wb
1022.08,96.1,97.5,destrava,wb
1022.18,96.1,97.7,destrava,wb
1022.28,96.1,97.9,destrava,wb
1022.38,96.9,98.1,destrava,wb
1022.48,96.9,98.3,destrava,wb
1022.58,96.9,98.5,destrava,wb
1022.68,96.9,98.8,destrava,wb
1022.78,97.6,98.9,destrava,wb
1022.88,97.6,99.1,destrava,wb
1022.98,97.6,99.3,destrava,wb
1023.08,97.6,99.5,destrava,wb
1023.18,97.6,99.6,destrava,wb
1023.28,97.6,99.8,destrava,wb
1023.38,98.4,100.0,destrava,wb
1023.48,98.4,100.2,destrava,wb
1023.58,98.4,100.3,destrava,wb
1023.68,98.4,100.5,destrava,wb
1023.78,98.4,100.7,destrava,wb
1023.88,98.4,100.8,destrava,wb
1023.98,99.3,101.0,destrava,wb
1024.08,99.3,101.2,destrava,wb
1024.18,99.3,101.3,destrava,wb
1024.28,99.3,101.5,destrava,wb
1024.38,99.3,101.7,destrava,wb
1024.48,99.3,101.8,destrava,wb
1024.58,100.3,102.0,destrava,wb
1024.68,100.3,102.2,destrava,wb
1024.78,100.3,102.4,destrava,wb
1024.88,100.3,102.5,destrava,wb
1024.98,100.3,102.7,destrava,wb
1025.08,101.1,102.9,destrava,wb
1025.18,101.1,103.0,destrava,wb
1025.28,101.1,103.2,destrava,wb
1025.38,101.1,103.3,destrava,wb
1025.48,101.1,103.5,destrava,wb
1025.58,101.1,103.7,destrava,wb
1025.68,101.9,103.8,destrava,wb
1025.78,101.9,104.0,destrava,wb
1025.88,101.9,104.2,destrava,wb
1025.98,101.9,104.3,destrava,wb
1026.08,101.9,104.5,destrava,wb
1026.18,102.6,104.6,destrava,wb
1026.28,102.6,104.8,destrava,wb
1026.38,102.6,104.9,destrava,wb
1026.48,102.6,105.1,destrava,wb
1026.58,102.6,105.2,destrava,wb
1026.68,103.4,105.3,destrava,wb
1026.78,103.4,105.3,destrava,wb
1026.88,103.4,105.4,destrava,wb
1026.98,103.4,105.4,destrava,wb
1027.08,103.6,105.5,destrava,wb
1027.18,103.6,105.5,destrava,wb
1027.28,103.6,105.5,destrava,wb
1027.38,103.6,105.5,destrava,wb
1027.48,103.7,105.5,destrava,wb
1027.58,103.7,105.6,destrava,wb
1027.68,103.7,105.6,destrava,wb
1027.78,103.8,105.6,destrava,wb
1027.88,103.8,105.6,destrava,wb
1027.98,103.8,105.7,destrava,wb
1028.08,103.8,105.7,destrava,wb
1028.18,103.9,105.7,destrava,wb
1028.28,103.9,105.8,destrava,wb
1028.38,103.9,105.8,destrava,wb
1028.48,103.9,105.8,destrava,wb
1028.58,104.0,105.8,destrava,wb
1028.68,104.0,105.8,destrava,wb
1028.78,104.0,105.9,destrava,wb
1028.88,104.0,105.9,destrava,wb
1028.98,104.0,105.9,destrava,wb
1029.08,104.0,105.9,destrava,wb
1029.18,104.0,105.9,destrava,wb
1029.28,104.0,106.0,destrava,wb
1029.38,104.1,106.0,destrava,wb
1029.48,104.1,106.0,destrava,wb
1029.58,104.1,106.0,destrava,wb
1029.68,104.1,106.1,destrava,wb
1029.78,104.1,106.1,destrava,wb
1029.88,104.1,106.1,destrava,wb
1029.98,104.1,106.1,destrava,wb
1030.08,104.1,106.1,destrava,wb
1030.18,104.1,106.2,destrava,wb
1030.28,104.1,106.2,destrava,wb
1030.38,104.1,106.2,destrava,wb
1030.48,104.1,106.2,destrava,wb
1030.58,104.2,106.2,destrava,wb
1030.68,104.2,106.3,destrava,wb
1030.78,104.2,106.3,destrava,wb
1030.88,104.2,106.3,destrava,wb
1030.98,104.2,106.3,destrava,wb
1031.08,104.2,106.3,destrava,wb
1031.18,104.2,106.3,destrava,wb
1031.28,104.2,106.4,destrava,wb
1031.38,104.2,106.4,destrava,wb
1031.48,104.2,106.4,destrava,wb
1031.58,104.2,106.4,destrava,wb
1031.68,104.2,106.5,destrava,wb
1031.78,104.2,106.5,destrava,wb
1031.88,104.2,106.5,destrava,wb
1031.98,104.2,106.5,destrava,wb
1032.08,104.2,106.5,destrava,wb
1032.18,104.2,106.5,destrava,wb
1032.28,104.2,106.5,destrava,wb
1032.38,104.2,106.6,destrava,wb
1032.48,104.2,106.6,destrava,wb
1032.58,104.2,106.6,destrava,wb
1032.68,104.2,106.6,destrava,wb
1032.78,104.2,106.6,destrava,wb
1032.88,104.2,106.6,destrava,wb
1032.98,104.2,106.6,destrava,wb
1033.08,104.2,106.7,destrava,wb
1033.18,104.2,106.7,destrava,wb
1033.28,104.2,106.7,destrava,wb
1033.38,104.2,106.7,destrava,wb
1033.48,104.2,106.8,destrava,wb
1033.58,104.2,106.8,destrava,wb
1033.68,104.2,106.8,destrava,wb
1033.78,104.2,106.8,destrava,wb
1033.88,104.2,106.8,destrava,wb
1033.98,104.2,106.8,destrava,wb
1034.08,104.2,106.8,destrava,wb
1034.18,104.2,106.8,destrava,wb
1034.28,104.2,106.8,destrava,wb
1034.38,104.2,106.9,destrava,wb
1034.48,104.2,106.9,destrava,wb
1034.58,104.2,106.9,destrava,wb
1034.68,104.2,106.9,destrava,wb
1034.78,104.2,106.9,destrava,wb
1034.88,104.2,106.9,destrava,wb
1034.98,104.2,106.9,destrava,wb
1035.08,104.1,107.0,destrava,wb
1035.18,104.1,107.0,destrava,wb
1035.28,104.1,107.0,destrava,wb
1035.38,104.1,107.0,destrava,wb
1035.48,104.1,107.0,destrava,wb
1035.58,104.1,107.0,destrava,wb
1035.68,104.1,107.0,destrava,wb
1035.78,104.1,107.1,destrava,wb
1035.88,104.1,107.1,destrava,wb
1035.98,104.1,107.1,destrava,wb
1036.08,104.1,107.1,destrava,wb
1036.18,104.1,107.1,destrava,wb
1036.28,104.1,107.1,destrava,wb
1036.38,104.1,107.1,destrava,wb
1036.48,104.0,107.1,destrava,wb
1036.58,104.0,107.1,destrava,wb
1036.68,104.0,107.1,destrava,wb
1036.78,104.0,107.1,destrava,wb
1036.88,104.0,107.1,destrava,wb
1036.98,104.0,107.2,destrava,wb
1037.08,104.0,107.2,destrava,wb
1037.18,104.0,107.2,destrava,wb
1037.28,104.0,107.2,destrava,wb
1037.38,104.0,107.2,destrava,wb
1037.48,103.9,107.2,destrava,wb
1037.58,103.9,107.2,destrava,wb
1037.68,103.9,107.2,destrava,wb
1037.78,103.9,107.2,destrava,wb
1037.88,103.9,107.2,destrava,wb
1037.98,103.9,107.2,destrava,wb
1038.08,103.9,107.2,destrava,wb
1038.18,103.9,107.2,destrava,wb
1038.28,103.9,107.2,destrava,wb
1038.38,103.9,107.3,destrava,wb
1038.48,103.8,107.2,destrava,wb
1038.58,103.8,107.3,destrava,wb
1038.68,103.8,107.3,destrava,wb
1038.78,103.8,107.3,destrava,wb
1038.88,103.8,107.3,destrava,wb
1038.98,103.8,107.3,destrava,wb
1039.08,103.8,107.3,destrava,wb
1039.18,103.8,107.3,destrava,wb
1039.28,103.8,107.3,destrava,wb
1039.38,103.8,107.3,destrava,wb
1039.48,103.8,107.3,destrava,wb
1039.58,103.7,107.3,destrava,wb
1039.68,103.7,107.3,destrava,wb
1039.78,103.7,107.3,destrava,wb
1039.88,103.7,107.3,destrava,wb
1039.98,103.7,107.3,destrava,wb
1040.08,103.7,107.2,destrava,wb
1040.18,103.7,107.3,destrava,wb
1040.28,103.7,107.3,destrava,wb
1040.38,103.7,107.3,destrava,wb
1040.48,103.7,107.2,destrava,wb
1040.58,103.7,107.2,destrava,wb
1040.68,103.6,107.2,destrava,wb
1040.78,103.6,107.2,destrava,wb
1040.88,103.6,107.2,destrava,wb
1040.98,103.6,107.2,destrava,wb
1041.08,103.6,107.2,destrava,wb
1041.18,103.6,107.2,destrava,wb
1041.28,103.6,107.2,destrava,wb
1041.38,103.6,107.2,destrava,wb
1041.48,103.6,107.3,destrava,wb
1041.58,103.6,107.3,destrava,wb
1041.68,103.6,107.2,destrava,wb
1041.78,103.6,107.1,destrava,wb
1041.88,103.6,106.9,destrava,wb
1041.98,103.6,106.9,destrava,wb
1042.08,104.0,108.6,destrava,wb
1042.18,106.2,110.0,destrava,wb
1042.28,106.7,110.0,destrava,wb
1042.38,106.8,109.1,destrava,wb
1042.48,106.8,110.0,destrava,wb
1042.58,106.8,106.9,destrava,wb
1042.68,96.5,100.0,destrava,wb
1042.78,94.0,95.4,destrava,wb
1042.88,94.0,94.5,destrava,wb
1042.98,94.0,97.7,destrava,wb
1043.08,84.0,97.5,destrava,wb
1043.18,92.1,98.2,destrava,wb
1043.28,92.1,98.9,destrava,wb
1043.38,92.1,99.0,destrava,wb
1043.48,85.4,99.0,destrava,wb
1043.58,93.7,99.0,destrava,wb
1043.68,93.7,99.0,destrava,wb
1043.78,93.7,99.0,destrava,wb
1043.88,87.6,99.0,destrava,wb
1043.98,87.6,99.0,destrava,wb
1044.08,87.6,99.0,destrava,wb
1044.18,99.5,99.0,destrava,wb
1044.28,99.5,99.8,destrava,wb
1044.38,99.5,107.9,destrava,wb
1044.48,109.8,109.3,destrava,wb
1044.58,105.8,104.4,destrava,wb
1044.68,95.8,101.4,destrava,wb
1044.78,94.6,100.4,destrava,wb
1044.88,95.3,99.5,destrava,wb
1044.98,95.3,99.2,destrava,wb
1045.08,95.3,99.1,destrava,wb
1045.18,95.3,99.1,destrava,wb
1045.28,95.3,99.0,destrava,wb
1045.38,95.3,99.0,destrava,wb
1045.48,95.3,99.4,saida_eixo,wb
1045.58,95.3,99.7,saida_eixo,wb
1045.68,95.3,98.2,saida_eixo,wb
1045.78,55.6,96.5,saida_eixo,wb
1045.88,55.6,100.3,saida_eixo,wb
1045.98,99.3,95.6,saida_eixo,wb
1046.08,99.3,92.7,saida_eixo,wb
1046.18,99.3,90.3,saida_eixo,wb
1046.28,99.7,89.2,saida_eixo,wb
1046.38,86.1,89.1,saida_eixo,wb
1046.48,86.1,89.0,saida_eixo,wb
1046.58,86.1,89.0,saida_eixo,wb
1046.68,87.7,88.9,saida_eixo,wb
1046.78,94.8,89.0,saida_eixo,wb
1046.88,94.8,88.9,saida_eixo,wb
1046.98,94.8,89.0,saida_eixo,wb
1047.08,94.8,89.0,saida_eixo,wb
1047.18,97.4,89.1,saida_eixo,wb
1047.28,90.3,89.0,saida_eixo,wb
1047.38,93.5,89.1,saida_eixo,wb
1047.48,87.7,89.1,saida_eixo,wb
1047.58,91.2,89.1,saida_eixo,wb
1047.68,91.2,89.2,saida_eixo,wb
1047.78,91.2,89.2,saida_eixo,wb
1047.88,108.9,89.3,saida_eixo,wb
1047.98,88.6,89.3,saida_eixo,wb
1048.08,95.6,89.3,saida_eixo,wb
1048.18,95.6,89.3,saida_eixo,wb
1048.28,95.6,89.3,saida_eixo,wb
1048.38,86.3,89.4,saida_eixo,wb
1048.48,87.7,89.1,saida_eixo,wb
1048.58,91.7,89.3,saida_eixo,wb
1048.68,88.7,94.8,saida_eixo,wb
1048.78,96.2,95.6,saida_eixo,wb
1048.88,95.1,92.7,saida_eixo,wb
1048.98,91.8,90.3,saida_eixo,wb
1049.08,88.8,89.1,saida_eixo,wb
1049.18,89.2,88.4,saida_eixo,wb
1049.28,87.8,88.3,saida_eixo,wb
1049.38,90.8,88.7,saida_eixo,wb
1049.48,88.7,88.9,saida_eixo,wb
1049.58,89.6,88.6,saida_eixo,wb
1049.68,89.6,88.5,saida_eixo,wb
1049.78,89.6,88.6,saida_eixo,wb
1049.88,89.6,88.6,saida_eixo,wb
1049.98,89.6,88.6,saida_eixo,wb
1050.08,89.6,88.6,saida_eixo,wb
1050.18,89.6,88.6,saida_eixo,wb
1050.28,89.6,88.6,saida_eixo,wb
1050.38,89.6,88.6,saida_eixo,wb
1050.48,89.6,88.6,saida_eixo,wb
1050.58,89.6,88.6,saida_eixo,wb
1050.68,89.6,88.6,saida_eixo,wb
1050.78,89.6,88.6,saida_eixo,wb
1050.88,88.2,88.6,saida_eixo,wb
1050.98,88.2,88.6,saida_eixo,wb
1051.08,88.2,88.6,saida_eixo,wb
1051.18,88.2,88.6,saida_eixo,wb
1051.28,88.2,88.6,saida_eixo,wb
1051.38,88.2,88.6,saida_eixo,wb
1051.48,88.2,88.6,saida_eixo,wb
1051.58,88.2,88.6,saida_eixo,wb
1051.68,88.2,88.6,saida_eixo,wb
1051.78,88.2,88.6,saida_eixo,wb
1051.88,88.2,88.6,saida_eixo,wb
1051.98,88.2,88.6,saida_eixo,wb
1052.08,88.2,88.6,saida_eixo,wb
1052.18,88.2,88.6,saida_eixo,wb
1052.28,88.2,88.6,saida_eixo,wb
1052.38,88.2,88.6,saida_eixo,wb
1052.48,88.2,88.6,saida_eixo,wb
1052.58,88.2,88.6,saida_eixo,wb
1052.68,88.2,88.6,saida_eixo,wb
1052.78,88.2,88.6,saida_eixo,wb
1052.88,88.2,88.6,saida_eixo,wb
1052.98,88.7,88.6,saida_eixo,wb
1053.08,88.7,88.6,saida_eixo,wb
1053.18,88.4,88.6,saida_eixo,wb
1053.28,88.4,88.6,saida_eixo,wb
1053.38,88.4,88.6,saida_eixo,wb
1053.48,88.4,88.6,saida_eixo,wb
1053.58,88.4,88.6,saida_eixo,wb
1053.68,88.4,88.6,saida_eixo,wb
1053.78,88.4,88.6,saida_eixo,wb
1053.88,88.4,88.6,saida_eixo,wb
1053.98,88.4,88.6,saida_eixo,wb
1054.08,88.4,88.6,saida_eixo,wb
1054.18,88.4,88.6,saida_eixo,wb
1054.28,88.4,88.1,saida_eixo,wb
1054.38,87.6,86.7,saida_eixo,wb
1054.48,86.1,85.1,saida_eixo,wb
1054.58,84.3,83.4,saida_eixo,wb
1054.68,82.7,81.7,saida_eixo,wb
1054.78,80.9,79.9,saida_eixo,wb
1054.88,79.2,78.2,saida_eixo,wb
1054.98,77.4,76.5,saida_eixo,wb
1055.08,75.7,74.7,saida_eixo,wb
1055.18,74.0,73.0,saida_eixo,wb
1055.28,72.1,71.3,saida_eixo,wb
1055.38,70.5,69.5,saida_eixo,wb
1055.48,68.7,67.7,saida_eixo,wb
1055.58,66.9,66.0,saida_eixo,wb
1055.68,65.2,64.2,saida_eixo,wb
1055.78,63.3,62.5,saida_eixo,wb
1055.88,61.6,60.7,saida_eixo,wb
1055.98,59.9,59.0,saida_eixo,wb
1056.08,58.1,57.3,saida_eixo,wb
1056.18,56.3,55.4,saida_eixo,wb
1056.28,54.5,53.7,saida_eixo,wb
1056.38,52.6,51.9,saida_eixo,wb
1056.48,50.9,50.2,saida_eixo,wb
1056.58,49.0,48.5,saida_eixo,wb
1056.68,47.0,46.7,saida_eixo,wb
1056.78,45.0,44.9,saida_eixo,wb
1056.88,43.0,43.2,saida_eixo,wb
1056.98,40.9,41.5,saida_eixo,wb
1057.08,38.7,39.7,saida_eixo,wb
1057.18,36.4,38.0,saida_eixo,wb
1057.28,34.0,36.3,saida_eixo,wb
1057.38,32.7,34.5,saida_eixo,wb
1057.48,30.3,32.7,saida_eixo,wb
1057.58,27.8,31.0,saida_eixo,wb
1057.68,25.5,29.2,saida_eixo,wb
1057.78,23.3,27.6,saida_eixo,wb
1057.88,22.3,25.8,saida_eixo,wb
1057.98,23.4,24.1,saida_eixo,wb
1058.08,22.9,22.3,saida_eixo,wb
1058.18,21.9,20.5,saida_eixo,wb
1058.28,20.4,18.8,saida_eixo,wb
1058.38,18.7,17.1,saida_eixo,wb
1058.48,17.2,15.3,saida_eixo,wb
1058.58,15.3,13.6,saida_eixo,wb
1058.68,13.7,11.9,saida_eixo,wb
1058.78,11.9,10.1,saida_eixo,wb
1058.88,10.1,8.4,saida_eixo,wb
1058.98,8.5,6.7,saida_eixo,wb
1059.08,6.7,5.0,saida_eixo,wb
1059.18,5.1,3.3,saida_eixo,wb
1059.28,3.3,1.5,saida_eixo,wb
1059.38,1.6,-0.2,saida_eixo,wb
1059.48,-0.0,-1.9,saida_eixo,wb
1059.58,-2.7,-3.6,saida_eixo,wb
1059.68,-4.4,-5.4,saida_eixo,wb
1059.78,-4.4,-7.1,saida_eixo,wb
1059.88,-7.0,-8.8,saida_eixo,wb
1059.98,-8.7,-10.5,saida_eixo,wb
1060.08,-10.5,-12.2,saida_eixo,wb
1060.18,-12.2,-13.9,saida_eixo,wb
1060.28,-13.8,-15.6,saida_eixo,wb
1060.38,-15.6,-17.4,saida_eixo,wb
1060.48,-17.3,-19.1,saida_eixo,wb
1060.58,-19.0,-21.0,saida_eixo,wb
1060.68,-19.0,-22.8,saida_eixo,wb
1060.78,-22.7,-24.6,saida_eixo,wb
1060.88,-24.6,-26.3,saida_eixo,wb
1060.98,-26.3,-28.0,saida_eixo,wb
1061.08,-28.0,-29.8,saida_eixo,wb
1061.18,-29.7,-31.5,saida_eixo,wb
1061.28,-31.4,-33.2,saida_eixo,wb
1061.38,-33.1,-34.9,saida_eixo,wb
1061.48,-34.8,-36.6,saida_eixo,wb
1061.58,-36.5,-38.3,saida_eixo,wb
1061.68,-38.2,-40.0,saida_eixo,wb
1061.78,-39.9,-41.7,saida_eixo,wb
1061.88,-41.6,-43.4,saida_eixo,wb
1061.98,-43.3,-45.1,saida_eixo,wb
1062.08,-45.0,-46.8,saida_eixo,wb
1062.18,-46.7,-48.5,saida_eixo,wb
1062.28,-48.4,-50.2,saida_eixo,wb
1062.38,-50.1,-51.8,saida_eixo,wb
1062.48,-51.8,-53.5,saida_eixo,wb
1062.58,-53.5,-55.2,saida_eixo,wb
1062.68,-55.2,-56.9,saida_eixo,wb
1062.78,-56.9,-58.6,saida_eixo,wb
1062.88,-58.6,-60.3,saida_eixo,wb
1062.98,-60.3,-62.0,saida_eixo,wb
1063.08,-62.0,-63.5,saida_eixo,wb
1063.18,-63.7,-65.4,saida_eixo,wb
1063.28,-65.4,-67.1,saida_eixo,wb
1063.38,-67.0,-68.8,saida_eixo,wb
1063.48,-68.7,-70.4,saida_eixo,wb
1063.58,-70.4,-72.1,saida_eixo,wb
1063.68,-72.1,-73.8,saida_eixo,wb
1063.78,-73.8,-75.5,saida_eixo,wb
1063.88,-75.5,-77.2,saida_eixo,wb
1063.98,-77.2,-78.9,saida_eixo,wb
1064.08,-78.9,-80.6,saida_eixo,wb
1064.18,-80.5,-82.3,saida_eixo,wb
1064.28,-82.2,-83.9,saida_eixo,wb
1064.38,-83.9,-85.6,saida_eixo,wb
1064.48,-85.6,-87.3,saida_eixo,wb
1064.58,-87.3,-89.0,saida_eixo,wb
1064.68,-89.0,-90.7,saida_eixo,wb
1064.78,-90.7,-92.4,saida_eixo,wb
1064.88,-92.3,-94.0,saida_eixo,wb
1064.98,-94.0,-95.7,saida_eixo,wb
1065.08,-95.7,-97.4,saida_eixo,wb
1065.18,-97.4,-99.1,saida_eixo,wb
1065.28,-99.1,-100.8,saida_eixo,wb
1065.38,-100.8,-102.5,saida_eixo,wb
1065.48,-102.4,-102.8,saida_eixo,wb
1065.58,-102.4,-102.9,saida_eixo,wb
1065.68,-102.4,-102.9,saida_eixo,wb
1065.78,-102.4,-102.9,saida_eixo,wb
1065.88,-102.4,-102.9,saida_eixo,wb
1065.98,-102.9,-102.9,saida_eixo,wb
1066.08,-102.9,-102.9,saida_eixo,wb
1066.18,-102.9,-102.9,saida_eixo,wb
1066.28,-102.9,-102.9,saida_eixo,wb
1066.38,-102.9,-102.9,saida_eixo,wb
1066.48,-102.9,-102.9,saida_eixo,wb
1066.58,-102.9,-102.9,saida_eixo,wb
1066.68,-102.9,-102.9,saida_eixo,wb
1066.78,-102.9,-102.9,saida_eixo,wb
1066.88,-102.9,-102.9,saida_eixo,wb
1066.98,-102.9,-102.9,saida_eixo,wb
1067.08,-102.9,-102.9,saida_eixo,wb
1067.18,-102.9,-102.9,saida_eixo,wb
1067.28,-102.9,-102.9,saida_eixo,wb
1067.38,-102.9,-102.9,saida_eixo,wb
1067.48,-102.9,-102.9,saida_eixo,wb
1067.58,-102.9,-102.9,saida_eixo,wb
1067.68,-102.9,-102.9,saida_eixo,wb
1067.78,-102.9,-103.0,saida_eixo,wb
1067.88,-102.9,-103.0,saida_eixo,wb
1067.98,-102.9,-103.0,saida_eixo,wb
1068.08,-103.0,-103.0,saida_eixo,wb
1068.18,-103.0,-103.0,saida_eixo,wb
1068.28,-103.0,-103.0,saida_eixo,wb
1068.38,-103.0,-102.9,saida_eixo,wb
1068.48,-103.0,-102.9,saida_eixo,wb
1068.58,-103.0,-102.9,saida_eixo,wb
1068.68,-103.0,-102.9,saida_eixo,wb
1068.78,-103.0,-102.9,saida_eixo,wb
1068.88,-103.0,-102.9,saida_eixo,wb
1068.98,-103.0,-102.9,saida_eixo,wb
1069.08,-103.0,-102.9,saida_eixo,wb
1069.18,-103.0,-102.9,saida_eixo,wb
1069.28,-103.0,-102.9,saida_eixo,wb
1069.38,-103.0,-102.9,saida_eixo,wb
1069.48,-103.0,-102.9,saida_eixo,wb
1069.58,-103.0,-102.9,saida_eixo,wb
1069.68,-103.0,-102.9,saida_eixo,wb
1069.78,-103.0,-102.9,saida_eixo,wb
1069.88,-103.0,-102.9,saida_eixo,wb
1069.98,-103.0,-102.9,saida_eixo,wb
1070.08,-103.0,-102.9,saida_eixo,wb
1070.18,-103.0,-102.9,saida_eixo,wb
1070.28,-103.0,-102.9,saida_eixo,wb
1070.38,-103.0,-102.9,saida_eixo,wb
1070.48,-103.0,-102.9,saida_eixo,wb
1070.58,-103.0,-103.0,saida_eixo,wb
1070.68,-103.1,-103.0,saida_eixo,wb
1070.78,-103.1,-102.9,saida_eixo,wb
1070.88,-103.0,-102.9,saida_eixo,wb
1070.98,-103.0,-102.9,saida_eixo,wb
1071.08,-103.0,-102.9,saida_eixo,wb
1071.18,-103.0,-103.0,saida_eixo,wb
1071.28,-103.0,-103.0,saida_eixo,wb
1071.38,-103.0,-102.9,saida_eixo,wb
1071.48,-103.0,-102.9,saida_eixo,wb
1071.58,-102.9,-102.9,saida_eixo,wb
1071.68,-102.9,-102.9,saida_eixo,wb
1071.78,-102.9,-102.9,saida_eixo,wb
1071.88,-102.9,-102.9,saida_eixo,wb
1071.98,-102.9,-102.9,saida_eixo,wb
1072.08,-102.9,-102.9,saida_eixo,wb
1072.18,-102.9,-102.9,saida_eixo,wb
1072.28,-102.9,-102.9,saida_eixo,wb
1072.38,-102.9,-102.9,saida_eixo,wb
1072.48,-103.0,-102.9,saida_eixo,wb
1072.58,-102.9,-102.9,saida_eixo,wb
1072.68,-102.9,-102.9,saida_eixo,wb
1072.78,-102.9,-103.0,saida_eixo,wb
1072.88,-102.9,-103.0,saida_eixo,wb
1072.98,-103.0,-103.0,saida_eixo,wb
1073.08,-103.0,-103.0,saida_eixo,wb
1073.18,-103.0,-103.0,saida_eixo,wb
1073.28,-103.0,-103.0,saida_eixo,wb
1073.38,-103.0,-103.0,saida_eixo,wb
1073.48,-102.9,-102.9,saida_eixo,wb
1073.58,-102.9,-102.9,saida_eixo,wb
1073.68,-102.9,-102.9,saida_eixo,wb
1073.78,-102.9,-102.9,saida_eixo,wb
1073.88,-102.9,-102.9,saida_eixo,wb
1073.98,-102.9,-102.9,saida_eixo,wb
1074.08,-102.9,-102.9,saida_eixo,wb
1074.18,-102.9,-102.9,saida_eixo,wb
1074.28,-102.9,-102.9,saida_eixo,wb
1074.38,-102.9,-102.9,saida_eixo,wb
1074.48,-103.0,-102.9,saida_eixo,wb
1074.58,-102.9,-102.9,saida_eixo,wb
1074.68,-102.9,-102.9,saida_eixo,wb
