wall,sim,lingueta_mm,lamina_deg,fase
1788444087.80,922.90,-0.00,29.63,
1788444087.90,923.00,0.00,29.63,
1788444088.00,923.10,-0.00,29.63,
1788444088.10,923.20,0.00,29.63,
1788444088.20,923.30,0.00,29.63,
1788444088.30,923.40,0.00,29.63,
1788444088.40,923.50,0.00,29.63,
1788444088.50,923.60,-0.00,29.63,
1788444088.60,923.70,0.01,29.63,
1788444088.70,923.80,0.00,29.63,
1788444088.80,923.90,-0.00,29.63,
1788444088.90,924.00,-0.00,29.63,
1788444089.00,924.10,-0.01,29.63,
1788444089.10,924.20,-0.00,29.63,
1788444089.21,924.30,-0.00,29.63,
1788444089.31,924.40,-0.00,29.63,
1788444089.41,924.50,-0.00,29.63,
1788444089.51,924.60,-0.00,29.63,
1788444089.61,924.70,-0.00,29.63,
1788444089.71,924.80,-0.00,29.63,
1788444089.81,924.90,0.01,29.63,
1788444089.92,925.00,0.00,29.63,
1788444090.02,925.10,-0.01,29.63,
1788444090.12,925.20,0.01,29.63,
1788444090.22,925.30,-0.01,29.63,
1788444090.32,925.40,-0.00,29.63,
1788444090.42,925.50,0.01,29.63,
1788444090.52,925.60,-0.01,29.63,
1788444090.62,925.70,-0.00,29.63,
1788444090.72,925.80,0.00,29.63,
1788444090.82,925.90,-0.01,29.63,
1788444090.93,926.00,-0.00,29.63,
1788444091.03,926.10,0.00,29.63,
1788444091.13,926.20,-0.01,29.63,
1788444091.23,926.30,0.01,29.63,
1788444091.33,926.40,0.01,29.63,
1788444091.43,926.50,0.00,29.63,
1788444091.53,926.60,0.00,29.63,
1788444091.63,926.70,0.00,29.63,
1788444091.73,926.80,-0.01,29.63,
1788444091.84,926.90,-0.00,29.63,
1788444091.94,927.00,-0.00,29.63,
1788444092.04,927.10,0.00,29.63,
1788444092.14,927.20,0.00,29.63,
1788444092.24,927.30,0.00,29.63,
1788444092.34,927.40,-0.00,29.63,
1788444092.45,927.50,0.00,29.63,
1788444092.55,927.60,0.01,29.63,
1788444092.65,927.70,0.00,29.63,
1788444092.75,927.80,-0.00,29.63,
1788444092.85,927.90,-0.00,29.63,
1788444092.96,928.00,-0.01,29.63,
1788444093.06,928.10,0.01,29.63,
1788444093.16,928.20,-0.00,29.63,
1788444093.26,928.30,0.00,29.63,
1788444093.36,928.40,0.00,29.63,
1788444093.46,928.50,-0.01,29.63,
1788444093.56,928.60,-0.01,29.63,
1788444093.66,928.70,-0.00,29.63,
1788444093.76,928.80,0.01,29.63,
1788444093.86,928.90,-0.01,29.63,
1788444093.96,929.00,0.00,29.63,
1788444094.06,929.10,-0.00,29.63,
1788444094.16,929.20,0.00,29.63,
1788444094.26,929.30,-0.01,29.63,
1788444094.37,929.40,-0.00,29.63,
1788444094.47,929.50,-0.00,29.63,
1788444094.57,929.60,-0.00,29.63,
1788444094.67,929.70,0.00,29.63,
1788444094.77,929.80,-0.00,29.63,
1788444094.87,929.90,0.00,29.63,
1788444094.97,930.00,-0.01,29.63,
1788444095.07,930.10,0.01,29.63,
1788444095.17,930.20,-0.00,29.63,
1788444095.27,930.30,0.00,29.63,
1788444095.37,930.40,0.01,29.63,
1788444095.47,930.50,0.00,29.63,
1788444095.57,930.60,-0.00,29.63,
1788444095.68,930.70,0.00,29.63,
1788444095.78,930.80,-0.01,29.63,
1788444095.88,930.90,0.01,29.63,
1788444095.98,931.00,0.00,29.63,
1788444096.08,931.10,0.00,29.63,
1788444096.18,931.20,-0.00,29.63,
1788444096.28,931.30,0.01,29.63,
1788444096.38,931.40,-0.00,29.63,
1788444096.48,931.50,0.00,29.63,
1788444096.58,931.60,-0.00,29.63,
1788444096.68,931.70,0.00,29.63,
1788444096.78,931.80,-0.00,29.63,
1788444096.88,931.90,0.00,29.63,
1788444096.98,932.00,0.00,29.63,
1788444097.08,932.10,-0.00,29.63,
1788444097.18,932.20,0.00,29.63,
1788444097.28,932.30,0.01,29.63,
1788444097.38,932.40,-0.01,29.63,
1788444097.48,932.50,0.01,29.63,
1788444097.59,932.60,0.01,29.63,
1788444097.69,932.70,0.00,29.63,
1788444097.79,932.80,0.00,29.63,
1788444097.89,932.90,0.00,29.63,
1788444097.99,933.00,-0.01,29.63,
1788444098.09,933.10,-0.00,29.63,
1788444098.19,933.20,0.00,29.63,
1788444098.29,933.30,0.00,29.63,
1788444098.39,933.40,0.00,29.63,
1788444098.50,933.50,0.01,29.63,
1788444098.60,933.60,-0.00,29.63,
1788444098.70,933.70,-0.01,29.63,
1788444098.80,933.80,0.01,29.63,
1788444098.90,933.90,0.00,29.63,
1788444099.00,934.00,-0.00,29.63,
1788444099.10,934.10,0.01,29.63,
1788444099.20,934.20,-0.01,29.63,
1788444099.30,934.30,0.01,29.63,
1788444099.40,934.40,0.01,29.63,
1788444099.50,934.50,0.00,29.63,
1788444099.60,934.60,-0.00,29.63,
1788444099.70,934.70,0.01,29.63,
1788444099.81,934.80,-0.01,29.63,
1788444099.91,934.90,0.00,29.63,
1788444100.01,935.00,-0.00,29.63,
1788444100.11,935.10,0.00,29.63,
1788444100.21,935.20,-0.00,29.63,
1788444100.31,935.30,-0.00,29.63,
1788444100.41,935.40,0.00,29.63,
1788444100.51,935.50,-0.01,29.63,
1788444100.62,935.60,0.01,29.63,
1788444100.72,935.70,-0.01,29.63,
1788444100.82,935.80,-0.00,29.63,
1788444100.92,935.90,0.00,29.63,
1788444101.02,936.00,0.00,29.63,
1788444101.12,936.10,-0.01,29.63,
1788444101.22,936.20,0.00,29.63,
1788444101.32,936.30,0.00,29.63,
1788444101.42,936.40,-0.00,29.63,
1788444101.52,936.50,-0.00,29.63,
1788444101.62,936.60,0.01,29.63,
1788444101.73,936.70,0.01,29.63,
1788444101.83,936.80,-0.01,29.63,
1788444101.93,936.90,0.01,29.63,
1788444102.03,937.00,0.00,29.63,
1788444102.13,937.10,-0.01,29.63,
1788444102.23,937.20,-0.00,29.63,
1788444102.34,937.30,0.01,29.63,
1788444102.43,937.40,-0.00,29.63,
1788444102.54,937.50,-0.00,29.63,
1788444102.64,937.60,-0.00,29.63,
1788444102.74,937.70,0.00,29.63,
1788444102.84,937.80,0.00,29.63,
1788444102.95,937.90,0.00,29.63,
1788444103.05,938.00,-0.00,29.63,
1788444103.15,938.10,0.00,29.63,
1788444103.25,938.20,-0.00,29.63,
1788444103.35,938.30,0.00,29.63,
1788444103.45,938.40,-0.01,29.63,
1788444103.55,938.50,0.00,29.63,
1788444103.65,938.60,0.00,29.63,
1788444103.76,938.70,-0.00,29.63,
1788444103.86,938.80,-0.00,29.63,
1788444103.96,938.90,-0.00,29.63,
1788444104.06,939.00,-0.00,29.63,
1788444104.16,939.10,-0.00,29.63,
1788444104.26,939.20,-0.00,29.63,
1788444104.36,939.30,-0.00,29.63,
1788444104.46,939.40,0.01,29.63,
1788444104.56,939.50,-0.00,29.63,
1788444104.67,939.60,-0.00,29.63,
1788444104.76,939.70,-0.01,29.63,
1788444104.87,939.80,0.00,29.63,
1788444104.97,939.90,0.00,29.63,
1788444105.07,940.00,0.00,29.63,
1788444105.17,940.10,0.00,29.63,
1788444105.27,940.20,-0.00,29.63,
1788444105.37,940.30,-0.00,29.63,
1788444105.47,940.40,-0.01,29.63,
1788444105.57,940.50,0.00,29.63,
1788444105.67,940.60,0.01,29.63,
1788444105.77,940.70,-0.01,29.63,
1788444105.87,940.80,0.00,29.63,
1788444105.98,940.90,-0.00,29.63,
1788444106.08,941.00,-0.00,29.63,
1788444106.18,941.10,0.00,29.63,
1788444106.28,941.20,-0.00,29.63,
1788444106.38,941.30,0.00,29.63,
1788444106.48,941.40,-0.00,29.63,
1788444106.58,941.50,-0.01,29.63,
1788444106.68,941.60,-0.00,29.63,
1788444106.78,941.70,-0.00,29.63,
1788444106.88,941.80,-0.00,29.63,
1788444106.99,941.90,0.01,29.63,
1788444107.09,942.00,-0.01,29.63,
1788444107.19,942.10,-0.01,29.63,
1788444107.29,942.20,-0.00,29.63,
1788444107.39,942.30,0.00,29.63,
1788444107.49,942.40,-0.00,29.63,
1788444107.59,942.50,-0.00,29.63,
1788444107.69,942.60,0.01,29.63,
1788444107.79,942.70,0.00,29.63,
1788444107.89,942.80,0.00,29.63,
1788444108.00,942.90,0.01,29.63,
1788444108.09,943.00,-0.00,29.63,
1788444108.20,943.10,-0.00,29.63,
1788444108.30,943.20,0.00,29.63,
1788444108.40,943.30,0.00,29.63,
1788444108.50,943.40,0.00,29.63,
1788444108.60,943.50,-0.00,29.63,
1788444108.70,943.60,0.00,29.63,
1788444108.80,943.70,0.00,29.63,
1788444108.90,943.80,-0.00,29.63,
1788444109.00,943.90,-0.00,29.63,
1788444109.11,944.00,-0.00,29.63,
1788444109.21,944.10,-0.01,29.63,
1788444109.31,944.20,-0.00,29.63,
1788444109.41,944.30,0.01,29.63,
1788444109.51,944.40,-0.01,29.63,
1788444109.61,944.50,0.00,29.63,
1788444109.71,944.60,-0.00,29.63,
1788444109.81,944.70,-0.00,29.63,
1788444109.91,944.80,0.00,29.63,
1788444110.01,944.90,-0.00,29.63,
1788444110.11,945.00,-0.01,29.63,
1788444110.21,945.10,-0.00,29.63,
1788444110.31,945.20,0.00,29.63,
1788444110.41,945.30,-0.01,29.63,
1788444110.51,945.40,-0.01,29.63,
1788444110.61,945.50,0.00,29.63,
1788444110.71,945.60,0.00,29.63,
1788444110.81,945.70,0.01,29.63,
1788444110.91,945.80,0.00,29.63,
1788444111.02,945.90,0.00,29.63,
1788444111.12,946.00,-0.01,29.63,
1788444111.22,946.10,0.01,29.63,
1788444111.32,946.20,0.01,29.63,
1788444111.42,946.30,-0.00,29.63,
1788444111.52,946.40,-0.00,29.63,
1788444111.62,946.50,0.00,29.63,
1788444111.72,946.60,0.01,29.63,
1788444111.83,946.70,0.00,29.63,
1788444111.93,946.80,0.01,29.63,
1788444112.02,946.90,-0.00,29.63,
1788444112.13,947.00,0.00,29.63,
1788444112.23,947.10,0.01,29.63,
1788444112.33,947.20,-0.01,29.63,
1788444112.43,947.30,0.00,29.63,
1788444112.53,947.40,0.01,29.63,
1788444112.63,947.50,-0.01,29.63,
1788444112.73,947.60,0.00,29.63,
1788444112.83,947.70,0.01,29.63,
1788444112.93,947.80,0.00,29.63,
1788444113.03,947.90,0.00,29.63,
1788444113.13,948.00,0.00,29.63,
1788444113.23,948.10,0.01,29.63,
1788444113.33,948.20,0.01,29.63,
1788444113.43,948.30,-0.01,29.63,
1788444113.54,948.40,0.01,29.63,
1788444113.64,948.50,0.00,29.63,
1788444113.74,948.60,-0.01,29.63,
1788444113.85,948.70,-0.00,29.63,
1788444113.95,948.80,0.00,29.63,
1788444114.04,948.90,-0.01,29.63,
1788444114.15,949.00,-0.00,29.63,
1788444114.25,949.10,-0.00,29.63,
1788444114.35,949.20,0.01,29.63,
1788444114.45,949.30,0.00,29.63,
1788444114.55,949.40,0.00,29.63,
1788444114.65,949.50,0.00,29.63,
1788444114.76,949.60,-0.00,29.63,
1788444114.86,949.70,0.00,29.63,
1788444114.96,949.80,0.00,29.63,
1788444115.06,949.90,0.00,29.63,
1788444115.16,950.00,0.00,29.63,
1788444115.26,950.10,0.01,29.63,
1788444115.36,950.20,-0.00,29.63,
1788444115.46,950.30,-0.00,29.63,
1788444115.56,950.40,0.00,29.63,
1788444115.67,950.50,-0.00,29.63,
1788444115.77,950.60,-0.00,29.63,
1788444115.86,950.70,-0.00,29.63,
1788444115.97,950.80,0.00,29.63,
1788444116.07,950.90,0.00,29.63,
1788444116.17,951.00,0.01,29.63,
1788444116.27,951.10,-0.01,29.63,
1788444116.37,951.20,0.00,29.63,
1788444116.48,951.30,-0.00,29.63,
1788444116.58,951.40,-0.00,29.63,
1788444116.68,951.50,-0.01,29.63,
1788444116.78,951.60,0.01,29.63,
1788444116.88,951.70,0.00,29.63,
1788444116.98,951.80,-0.01,29.63,
1788444117.08,951.90,0.01,29.63,
1788444117.18,952.00,0.00,29.63,
1788444117.28,952.10,-0.00,29.63,
1788444117.38,952.20,0.00,29.63,
1788444117.49,952.30,-0.00,29.63,
1788444117.58,952.40,0.00,29.63,
1788444117.69,952.50,0.00,29.63,
1788444117.79,952.60,0.00,29.63,
1788444117.90,952.70,0.00,29.63,
1788444117.99,952.80,0.00,29.63,
1788444118.09,952.90,0.01,29.63,
1788444118.19,953.00,0.00,29.63,
1788444118.29,953.10,-0.00,29.63,
1788444118.40,953.20,-0.00,29.63,
1788444118.50,953.30,-0.00,29.63,
1788444118.60,953.40,-0.01,29.63,
1788444118.70,953.50,0.00,29.63,
1788444118.80,953.60,-0.00,29.63,
1788444118.90,953.70,-0.00,29.63,
1788444119.00,953.80,0.00,29.63,
1788444119.10,953.90,-0.01,29.63,
1788444119.20,954.00,0.00,29.63,
1788444119.31,954.10,-0.00,29.63,
1788444119.41,954.20,-0.00,29.63,
1788444119.51,954.30,-0.01,29.63,
1788444119.61,954.40,-0.00,29.63,
1788444119.71,954.50,-0.00,29.63,
1788444119.81,954.60,-0.01,29.63,
1788444119.91,954.70,0.00,29.63,
1788444120.01,954.80,0.01,29.63,
1788444120.11,954.90,0.01,29.63,
1788444120.21,955.00,-0.00,29.63,
1788444120.31,955.10,-0.01,29.63,
1788444120.41,955.20,-0.00,29.63,
1788444120.51,955.30,-0.00,29.63,
1788444120.61,955.40,0.00,29.63,
1788444120.72,955.50,-0.01,29.63,
1788444120.82,955.60,-0.00,29.63,
1788444120.92,955.70,-0.01,29.63,
1788444121.02,955.80,0.00,29.63,
1788444121.12,955.90,-0.00,29.63,
1788444121.23,956.00,0.00,29.63,
1788444121.32,956.10,-0.00,29.63,
1788444121.43,956.20,0.01,29.63,
1788444121.53,956.30,-0.01,29.63,
1788444121.63,956.40,0.00,29.63,
1788444121.73,956.50,0.01,29.63,
1788444121.83,956.60,-0.01,29.63,
1788444121.93,956.70,-0.00,29.63,
1788444122.03,956.80,-0.00,29.63,
1788444122.13,956.90,-0.01,29.63,
1788444122.23,957.00,0.01,29.63,
1788444122.33,957.10,0.00,29.63,
1788444122.43,957.20,-0.01,29.63,
1788444122.53,957.30,-0.01,29.63,
1788444122.63,957.40,0.00,29.63,
1788444122.73,957.50,-0.00,29.63,
1788444122.83,957.60,0.00,29.63,
1788444122.94,957.70,0.01,29.63,
1788444123.04,957.80,-0.01,29.63,
1788444123.14,957.90,0.00,29.63,
1788444123.24,958.00,-0.00,29.63,
1788444123.34,958.10,-0.00,29.63,
1788444123.45,958.20,0.00,29.63,
1788444123.54,958.30,0.01,29.63,
1788444123.65,958.40,0.00,29.63,
1788444123.75,958.50,-0.00,29.63,
1788444123.85,958.60,0.00,29.63,
1788444123.95,958.70,-0.00,29.63,
1788444124.05,958.80,-0.01,29.63,
1788444124.15,958.90,0.00,29.63,
1788444124.25,959.00,0.00,29.63,
1788444124.36,959.10,-0.00,29.63,
1788444124.46,959.20,0.00,29.63,
1788444124.56,959.30,0.01,29.63,
1788444124.66,959.40,-0.00,29.63,
1788444124.76,959.50,0.00,29.63,
1788444124.86,959.60,-0.00,29.63,
1788444124.97,959.70,0.00,29.63,
1788444125.07,959.80,0.00,29.63,
1788444125.17,959.90,0.00,29.63,
1788444125.27,960.00,-0.00,29.63,
1788444125.37,960.10,-0.01,29.63,
1788444125.47,960.20,-0.01,29.63,
1788444125.57,960.30,0.00,29.63,
1788444125.67,960.40,0.00,29.63,
1788444125.78,960.50,-0.00,29.63,
1788444125.87,960.60,-0.00,29.63,
1788444125.98,960.70,0.00,29.63,
1788444126.08,960.80,-0.00,29.63,
1788444126.18,960.90,0.00,29.63,
1788444126.28,961.00,-0.00,29.63,
1788444126.39,961.10,0.00,29.63,
1788444126.48,961.20,-0.00,29.63,
1788444126.58,961.30,0.00,29.63,
1788444126.69,961.40,-0.00,29.63,
1788444126.79,961.50,0.01,29.63,
1788444126.89,961.60,-0.01,29.63,
1788444126.99,961.70,0.01,29.63,
1788444127.09,961.80,-0.00,29.63,
1788444127.19,961.90,0.00,29.63,
1788444127.29,962.00,-0.00,29.63,
1788444127.39,962.10,-0.00,29.63,
1788444127.49,962.20,-0.01,29.63,
1788444127.59,962.30,-0.00,29.63,
1788444127.69,962.40,0.01,29.63,
1788444127.80,962.50,-0.00,29.63,
1788444127.90,962.60,0.01,29.63,
1788444128.00,962.70,-0.00,29.63,
1788444128.10,962.80,0.00,29.63,
1788444128.20,962.90,0.00,29.63,
1788444128.30,963.00,0.00,29.63,
1788444128.40,963.10,0.00,29.63,
1788444128.51,963.20,-0.00,29.63,
1788444128.61,963.30,-0.01,29.63,
1788444128.71,963.40,-0.00,29.63,
1788444128.81,963.50,0.00,29.63,
1788444128.91,963.60,-0.00,29.63,
1788444129.01,963.70,0.01,29.63,
1788444129.11,963.80,-0.01,29.63,
1788444129.21,963.90,0.00,29.63,
1788444129.31,964.00,0.01,29.63,
1788444129.42,964.10,0.00,29.63,
1788444129.52,964.20,0.00,29.63,
1788444129.62,964.30,0.01,29.63,
1788444129.72,964.40,0.00,29.63,
1788444129.82,964.50,-0.00,29.63,
1788444129.93,964.60,0.01,29.63,
1788444130.03,964.70,-0.01,29.63,
1788444130.13,964.80,0.00,29.63,
1788444130.23,964.90,0.01,29.63,
1788444130.33,965.00,-0.00,29.63,
1788444130.43,965.10,-0.00,29.63,
1788444130.53,965.20,0.00,29.63,
1788444130.64,965.30,-0.00,29.63,
1788444130.74,965.40,-0.00,29.63,
1788444130.84,965.50,-0.00,29.63,
1788444130.94,965.60,0.00,29.63,
1788444131.04,965.70,-0.00,29.63,
1788444131.14,965.80,0.00,29.63,
1788444131.24,965.90,0.00,29.63,
1788444131.34,966.00,-0.01,29.63,
1788444131.45,966.10,0.00,29.63,
1788444131.55,966.20,0.01,29.63,
1788444131.65,966.30,-0.00,29.63,
1788444131.75,966.40,-0.01,29.63,
1788444131.85,966.50,0.00,29.63,
1788444131.95,966.60,0.01,29.63,
1788444132.05,966.70,-0.00,29.63,
1788444132.15,966.80,-0.01,29.63,
1788444132.26,966.90,-0.00,29.63,
1788444132.35,967.00,0.00,29.63,
1788444132.46,967.10,-0.01,29.63,
1788444132.56,967.20,0.01,29.63,
1788444132.66,967.30,0.00,29.63,
1788444132.76,967.40,-0.01,29.63,
1788444132.86,967.50,-0.01,29.63,
1788444132.96,967.60,0.01,29.63,
1788444133.06,967.70,-0.01,29.63,
1788444133.16,967.80,0.00,29.63,
1788444133.26,967.90,0.00,29.63,
1788444133.36,968.00,-0.00,29.63,
1788444133.46,968.10,-0.01,29.63,
1788444133.56,968.20,0.00,29.63,
1788444133.67,968.30,-0.00,29.63,
1788444133.76,968.40,-0.01,29.63,
1788444133.86,968.50,0.00,29.63,
1788444133.97,968.60,0.01,29.63,
1788444134.06,968.70,0.00,29.63,
1788444134.17,968.80,-0.00,29.63,
1788444134.27,968.90,-0.00,29.63,
1788444134.37,969.00,-0.00,29.63,
1788444134.47,969.10,-0.00,29.63,
1788444134.57,969.20,-0.00,29.63,
1788444134.67,969.30,0.00,29.63,
1788444134.77,969.40,-0.01,29.63,
1788444134.87,969.50,0.01,29.63,
1788444134.97,969.60,0.01,29.63,
1788444135.07,969.70,0.00,29.63,
1788444135.18,969.80,0.00,29.63,
1788444135.27,969.90,-0.00,29.63,
1788444135.37,970.00,-0.00,29.63,
1788444135.48,970.10,-0.00,29.63,
1788444135.58,970.20,-0.01,29.63,
1788444135.68,970.30,-0.00,29.63,
1788444135.78,970.40,0.00,29.63,
1788444135.88,970.50,0.00,29.63,
1788444135.98,970.60,0.00,29.63,
1788444136.08,970.70,0.00,29.63,
1788444136.18,970.80,-0.01,29.63,
1788444136.29,970.90,-0.00,29.63,
1788444136.39,971.00,0.01,29.63,
1788444136.49,971.10,0.00,29.63,
1788444136.59,971.20,0.00,29.63,
1788444136.69,971.30,0.01,29.63,
1788444136.79,971.40,0.00,29.63,
1788444136.89,971.50,0.00,29.63,
1788444136.99,971.60,0.01,29.63,
1788444137.09,971.70,-0.00,29.63,
1788444137.19,971.80,-0.01,29.63,
1788444137.30,971.90,0.01,29.63,
1788444137.40,972.00,-0.01,29.63,
1788444137.50,972.10,-0.00,29.63,
1788444137.60,972.20,0.01,29.63,
1788444137.70,972.30,0.00,29.63,
1788444137.80,972.40,0.00,29.63,
1788444137.90,972.50,0.00,29.63,
1788444138.00,972.60,-0.00,29.63,
1788444138.10,972.70,0.00,29.63,
1788444138.20,972.80,-0.00,29.63,
1788444138.30,972.90,0.01,29.63,
1788444138.40,973.00,-0.00,29.63,
1788444138.50,973.10,0.00,29.63,
1788444138.61,973.20,-0.01,29.63,
1788444138.71,973.30,0.00,29.63,
1788444138.81,973.40,-0.00,29.63,
1788444138.91,973.50,0.00,29.63,
1788444139.01,973.60,-0.00,29.63,
1788444139.11,973.70,-0.00,29.63,
1788444139.21,973.80,0.00,29.63,
1788444139.31,973.90,-0.00,29.63,
1788444139.41,974.00,-0.00,29.63,
1788444139.51,974.10,0.00,29.63,
1788444139.62,974.20,0.00,29.63,
1788444139.72,974.30,-0.01,29.63,
1788444139.82,974.40,0.00,29.63,
1788444139.92,974.50,0.00,29.63,
1788444140.02,974.60,0.01,29.63,
1788444140.12,974.70,0.00,29.63,
1788444140.22,974.80,0.01,29.63,
1788444140.32,974.90,0.00,29.63,
1788444140.42,975.00,-0.01,29.63,
1788444140.52,975.10,-0.00,29.63,
1788444140.62,975.20,-0.00,29.63,
1788444140.73,975.30,-0.01,29.63,
1788444140.83,975.40,0.01,29.63,
1788444140.93,975.50,-0.01,29.63,
1788444141.03,975.60,0.00,29.63,
1788444141.13,975.70,0.00,29.63,
1788444141.23,975.80,0.00,29.63,
1788444141.33,975.90,0.01,29.63,
1788444141.43,976.00,0.01,29.63,
1788444141.54,976.10,0.00,29.63,
1788444141.64,976.20,0.00,29.63,
1788444141.74,976.30,0.00,29.63,
1788444141.84,976.40,-0.01,29.63,
1788444141.94,976.50,0.00,29.63,
1788444142.04,976.60,-0.00,29.63,
1788444142.14,976.70,-0.00,29.63,
1788444142.24,976.80,-0.00,29.63,
1788444142.34,976.90,0.01,29.63,
1788444142.44,977.00,0.00,29.63,
1788444142.55,977.10,-0.00,29.63,
1788444142.65,977.20,0.00,29.63,
1788444142.75,977.30,0.01,29.63,
1788444142.85,977.40,-0.01,29.63,
1788444142.95,977.50,0.00,29.63,
1788444143.05,977.60,-0.00,29.63,
1788444143.15,977.70,-0.00,29.63,
1788444143.25,977.80,-0.00,29.63,
1788444143.35,977.90,-0.00,29.63,
1788444143.45,978.00,-0.01,29.63,
1788444143.56,978.10,0.00,29.63,
1788444143.66,978.20,-0.00,29.63,
1788444143.76,978.30,0.00,29.63,
1788444143.86,978.40,-0.00,29.63,
1788444143.96,978.50,-0.00,29.63,
1788444144.07,978.60,0.00,29.63,
1788444144.17,978.70,-0.00,29.63,
1788444144.27,978.80,-0.00,29.63,
1788444144.37,978.90,-0.00,29.63,
1788444144.48,979.00,0.00,29.63,
1788444144.58,979.10,0.01,29.63,
1788444144.68,979.20,-0.00,29.63,
1788444144.78,979.30,-0.01,29.63,
1788444144.88,979.40,0.00,29.63,
1788444144.99,979.50,0.01,29.63,
1788444145.09,979.60,-0.00,29.63,
1788444145.19,979.70,0.01,29.63,
1788444145.29,979.80,-0.00,29.63,
1788444145.39,979.90,0.01,29.63,
1788444145.49,980.00,0.00,29.63,
1788444145.59,980.10,0.01,29.63,
1788444145.69,980.20,-0.00,29.63,
1788444145.79,980.30,-0.01,29.63,
1788444145.90,980.40,-0.00,29.63,
1788444146.00,980.50,0.00,29.63,
1788444146.10,980.60,-0.00,29.63,
1788444146.20,980.70,0.00,29.63,
1788444146.31,980.80,0.00,29.63,
1788444146.41,980.90,-0.01,29.63,
1788444146.51,981.00,-0.00,29.63,
1788444146.61,981.10,-0.01,29.63,
1788444146.71,981.20,-0.00,29.63,
1788444146.81,981.30,0.00,29.63,
1788444146.91,981.40,-0.00,29.63,
1788444147.01,981.50,-0.01,29.63,
1788444147.12,981.60,0.00,29.63,
1788444147.22,981.70,0.00,29.63,
1788444147.32,981.80,-0.01,29.63,
1788444147.42,981.90,0.01,29.63,
1788444147.52,982.00,0.00,29.63,
1788444147.62,982.10,-0.00,29.63,
1788444147.72,982.20,0.00,29.63,
1788444147.83,982.30,-0.01,29.63,
1788444147.93,982.40,0.00,29.63,
1788444148.03,982.50,0.00,29.63,
1788444148.13,982.60,-0.00,29.63,
1788444148.23,982.70,-0.00,29.63,
1788444148.33,982.80,-0.00,29.63,
1788444148.43,982.90,-0.01,29.63,
1788444148.53,983.00,0.01,29.63,
1788444148.64,983.10,0.00,29.63,
1788444148.74,983.20,-0.01,29.63,
1788444148.84,983.30,-0.01,29.63,
1788444148.94,983.40,-0.00,29.63,
1788444149.04,983.50,-0.00,29.63,
1788444149.14,983.60,-0.01,29.63,
1788444149.25,983.70,-0.01,29.63,
1788444149.35,983.80,-0.01,29.63,
1788444149.45,983.90,-0.00,29.63,
1788444149.55,984.00,0.00,29.63,
1788444149.65,984.10,0.00,29.63,
1788444149.75,984.20,-0.00,29.63,
1788444149.85,984.30,-0.00,29.63,
1788444149.95,984.40,-0.00,29.63,
1788444150.06,984.50,-0.00,29.63,
1788444150.16,984.60,0.01,29.63,
1788444150.26,984.70,0.00,29.63,
1788444150.36,984.80,-0.00,29.63,
1788444150.46,984.90,-0.00,29.63,
1788444150.56,985.00,0.00,29.63,
1788444150.66,985.10,-0.00,29.63,
1788444150.77,985.20,-0.00,29.63,
1788444150.87,985.30,0.00,29.63,
1788444150.97,985.40,-0.00,29.63,
1788444151.07,985.50,0.01,29.63,
1788444151.17,985.60,-0.00,29.63,
1788444151.27,985.70,-0.00,29.63,
1788444151.38,985.80,-0.00,29.63,
1788444151.48,985.90,0.00,29.63,
1788444151.58,986.00,-0.00,29.63,
1788444151.68,986.10,0.01,29.63,
1788444151.78,986.20,0.00,29.63,
1788444151.88,986.30,-0.00,29.63,
1788444151.98,986.40,-0.01,29.63,
1788444152.08,986.50,-0.00,29.63,
1788444152.19,986.60,0.00,29.63,
1788444152.29,986.70,-0.01,29.63,
1788444152.39,986.80,0.00,29.63,
1788444152.49,986.90,0.00,29.63,
1788444152.59,987.00,0.00,29.63,
1788444152.70,987.10,-0.00,29.63,
1788444152.80,987.20,0.00,29.63,
1788444152.90,987.30,-0.00,29.63,
1788444153.00,987.40,-0.00,29.63,
1788444153.10,987.50,0.00,29.63,
1788444153.20,987.60,0.00,29.63,
1788444153.30,987.70,0.01,29.63,
1788444153.40,987.80,0.01,29.63,
1788444153.50,987.90,-0.01,29.63,
1788444153.60,988.00,0.00,29.63,
1788444153.70,988.10,0.00,29.63,
1788444153.80,988.20,-0.01,29.63,
1788444153.90,988.30,-0.00,29.63,
1788444154.01,988.40,0.00,29.63,
1788444154.10,988.50,-0.00,29.63,
1788444154.20,988.60,0.01,29.63,
1788444154.31,988.70,-0.00,29.63,
1788444154.41,988.80,-0.00,29.63,
1788444154.51,988.90,-0.00,29.63,
1788444154.61,989.00,-0.00,29.63,
1788444154.71,989.10,-0.01,29.63,
1788444154.81,989.20,0.01,29.63,
1788444154.91,989.30,0.00,29.63,
1788444155.02,989.40,-0.01,29.63,
1788444155.11,989.50,0.00,29.63,
1788444155.22,989.60,0.00,29.63,
1788444155.32,989.70,0.01,29.63,
1788444155.42,989.80,0.00,29.63,
1788444155.52,989.90,-0.00,29.63,
1788444155.62,990.00,-0.01,29.63,
1788444155.73,990.10,-0.00,29.63,
1788444155.83,990.20,0.01,29.63,
1788444155.93,990.30,-0.01,29.63,
1788444156.03,990.40,0.00,29.63,
1788444156.13,990.50,-0.01,29.63,
1788444156.23,990.60,-0.00,29.63,
1788444156.33,990.70,-0.01,29.63,
1788444156.43,990.80,-0.01,29.63,
1788444156.53,990.90,0.01,29.63,
